molecule_id,canonical_smiles_sha256,in_old7316,in_external2698,in_final673,in_legacy3371,allowed_for_new_training,forbidden_reason
D101_A360,5b05ed7e353e6ea1882fc7b1374f89a1921e58e9ebb72d583d96eb9cfeb815b5,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A361,4c302436606260400e378fe77adf679c799188672c203d9865fd6c085a49d0dc,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A362,1ea8f730aa372febb784787a1585ccde4867599e16617b5550aa2e65552c2a23,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A363,cf2fcd67cd47b3a6817ce05660744b3d0acec9c76b34d174d3ada138e7eb4cea,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A364,d5f52f6c89758f9154350a6b41061e370741a8a4fba2b437148d415f1d085f22,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A369,3fbaa3e67f2d2fdf88ed83efdf67fb7ac536aca161aabb34e3abd3ab6807cbf1,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A370,1ab02e7f95556dc010c477439e840ed63b44aad7d710bd06e0f2f0ca975fe590,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A371,22edcf14897c9907d7841fe7c1e0601e94ea40372c09876b57a5aa9c6da81e92,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A372,75493368447d2c9d4842e06813428d5320744fd6f8744c40227d9f2fcac6f317,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A373,5dfb60b11dbf8fc010a9709907229a20a1acbc31edf12a45fff0ea4eaa0db40a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A374,a637ca65706164abb67f20913c66b93e34148b7d2fa1fa244e79631c6a20649f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A376,4bbf60e90e3c65f016fae2ab22569c2f5c1dcdaad8fbfbe6e5cb219da32a6a27,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A378,a89eccdb20856cd12aa84a9d77bf05e64e0b45a39941f7183098d240fba60e6f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A379,3a447ede5469ec522007df52e3a3d60118e1d4a756e067aa33a6c94b0011a5b9,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A39,1fbab40538ec25fe01dfe29d06d45b63db2ad8e26951589d821f6f62bc2e9fa1,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D101_A5,f4251750a56669ee220f1c44a4d779b7372f05a0716c5ae1735a46b6efc64e14,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A12,1a146454378c29cd4215f04e2604d97f6bd4b73328b47bf923030b8615cc6a75,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A14,4007da562fb57ca70dd5615b84b9a595c8ee6a992959951718b65afcc234febc,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A15,5d6c0752dc188c470b7f1c130b09216c867ac589480c4b6fb4e5ae33b6b6b7bf,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A22,f61b057b027815ef461629ee9d20cb452f40d708846cab4a534fbe6fafbce7bc,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A23,3893aefc315d3908816c982f55516d96e203e84f1829ff6a68f381ee2d99fef6,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A24,c917a3dfe680a1532b581335e0a78be119d2ac269686b54eb7c52ac54e537ba5,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A28,6032e32a47c957cb356361afbaa32d54e3f28c2ddbe277c9c930e0651f16c864,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A337,43fca04519bbcd71ab8ca1fc1945f244a8acb8faa5ef7bb48404926800b05e6c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A34,5d623c2935526c0c886f6fa003c5b7687606ac1c789e4fced0ebd0fb862b24f6,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A347,04fdb96e1b0a34ef5181ba8ee58b437901db86e779fa28ba94bba91eebabac42,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A349,3f3594c9087818f4f58bea2ff11945cdee52dee20e95b94b1e78915578510b6c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A350,b184b621e36c671b31d7eaeaa8ef4e0e3f23b4866c3bcc3ad5c2eb7a5f78e847,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A356,1b80b500c4200e635f5a6e2cacf1f8205c381e7f6843eae81fe5d30dbed88b7c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A357,a48ba15ef44b407c41492ab16352b474d3086c396185f568ca46ea03a9619bfe,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A358,fdf65f2d6f17db978a5e5b42f0d6a5de1829be01c72945469e1aaa1bd64109dc,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A359,e2f5f6c2feb3ab13e49587d9c267da796630f7467c1cc95954b4e9f04b49835c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A360,0a92f2077e17ccbfdc5b3fe8f39dd98a4b66e6684048b6735b672d0a02d43db9,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A362,10c63a0096da5b1e77aac232ae0e876ae4679ea946b3f198e93d5bf3841ffa2a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A363,1201c5b2f6aaf2e4644652f9b75be85a11d52702612b734dff212975f3fe9fc1,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A364,d18e5d8599c3063b35e1958cf8f9b9c4d98b03495ea8f212ab853b8617b9412a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A369,c979d08acc184012061324b6a7e0a1e232bd500d362b0e9f25b7289ed641ba56,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A370,e204a2e2d8f73d4c387c654d22d4ac86a7360fd5e37189867fb87e25b78865f6,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A371,205ad2e72be922d1b6779d5c046da0ad092a7a84937b437d1ed21404b885c336,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A372,6634180d803db2494c2b56f7ced9e707f9109117fb925aca22955f5525a45095,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A373,fffcf0fd23fe20e4a4bec3c91a4a511b3c87a6bc329d83764ea0df84b3e4c4f5,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A374,79d98861a613307f2bbd81eba3365ed9c267dab5148bcc4b51b774135550a341,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A375,146e2656db5c0599e29d4418b15df1ad14eece44e3dffe6d06485edc1217ca81,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A376,d293e035995bf6e64eea024c81a12c0909fa08619820ab9b6adca4207e84821d,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A377,d61c3ccb67d1e1821c50b3c4cb002e5f2dcfc92413d0e03930e4afe67b47b502,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A378,c3a8c08c1437fb3ab9943be93cb72b5e3c40d3bf451116c29c538872978e39cd,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A379,4cb9afbf3269476bf9132e1255142275e488531ff9c9488a0cb1a1e6002182d1,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A39,99188544d622a6caec6f8bc38ac32c784d78bcb8a8ea46cbc6cbbc753ac0b0b9,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D102_A5,681b8404f0e8310fa4dfb6314dad39e0bdce4530164059385ed1affd878e6f0c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A12,623536946fd7e902b6ecc7ff2c3e813c7e2f8e1eea439ac65927bc7a6449e79b,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A14,c7142f049718cf3871f035a7556ca9e9352daa3f9c4f3349e04d1406c1926e16,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A22,9d9ec7fedf5e68faa29e423344f34492b1f544d454c16c6694860033415a021f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A23,e471e2884d2ce114dbd41a9f26434179d9d28007a1d925a17be5c05b46714976,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A28,94ac1ed8da511c18aa79b23c44533f6f188529f30f045e9bc34679933ee15ee7,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A332,681b41d028d22a225cb796fdf2e84ae1705cb41d4329a020b7edf33d0000065a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A338,4685899421fa5c873801996bf3a4f78430bbf34a56788d0111cf134a26fc2bd4,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A339,d2070e62f47163fdee2ffafb2dce75e2aa4aed886401a8ff391074bacb48b2a5,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A340,27893c2f5bed34b6b4265410e8ca9b666e3d9e5a31ba01f6afbdb054e75cd8da,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A342,b0639a4696378ab4048222d52acfd9aefd5fa762fc76b00156658657af82af99,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A347,18913b4bc8cad2a31d31ccebbc0a417d2c32af4c302852e6bdb0080e48b7243e,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A349,0d49173225ddabacc95ed6b9cbf707ac7d29058f44bcf555d66af5c475c18d14,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A350,03c82d57da6055bf3ec1c39f060bd8ba4f2ec1c731683301af2ce67eb1bcd8cc,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A355,7ccce4ca0251f0fed5f5dcfbd45e77f364457ee582ed85b2fbeb5984a11b5677,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A356,40674862864f69698905cb39577f0f41d92a7eb100122d3ae717403fde2bd5f2,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A357,fde32be119d6436aa821be6f47877a302f53f35fc049a4a5a668e8cc5b04282f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A358,390ae0d59f013bf3f92c466d66bee7e24be0d851afecc00d45222939e120b22c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A360,a50a46f52e4c0d7808bc0da9f7de60201a850fc8541df7b335b07215ab8a5f90,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A361,2bb9981871755ed93846800238f7063d1c287659517729766c2dafa6cfae73e6,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A362,c9b68f017df9b40166d13a892f1f3a953704e7946c8c78187966ad083ac70930,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A363,908c684ab4c0b95ca6bdb94cb78661d28ce8d44dbe814f0d7c976d984f332c79,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A364,7e74a21590e316008c21cdd9684cfa7ee720db203369457aefc8ae7eef8a122e,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A367,c7627e1dfa3585ee4b77600754aff867fd811d77c6a601b4715bcae334ca0e7a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A369,650b3c44b3f88ab00582010177838f534261f0bb8f3ac2a31d42d20a2987bc71,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A370,793c0818ff99f9b5d053b90eaac5db6fe72f78f96dd706771ed71202e71c7789,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A371,f3693c59e0992d74a9118f131211d7466e56390d65fd36a0ea6f89818105f812,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A372,1ceb8d32308d42c60dfcc1de63bad6cacbf0cf836c60d228a5f48fb79cd7bb3f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A376,8c348cc9e4ca7b0172ac18e759ac356008684478b11106b947141b64c0f1bf8e,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A377,2e85748b1753a36a239d2a27d1155cef2265a714105b6906b61fc2e37e59dfa4,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A378,98f319b78ab326bd9e882a9ab00fbfa3e3a3ab023160e36783391892f315be48,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A379,53ef76c8436b3cd560b02bfecac205661b3eccbf12fea9dfd53bab19928bcf7a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A39,0135966714051487f828935791dfbdea1822a4803d81c8bfa15f9048cb7be684,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A43,d4ad498d4d5cb709b70ef324ba2a9a237951b4c82760a453a19e33685f3d2657,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A5,161029a380807bff5f50ce288c0aa174317bd8438ebc6272fa8f371decdec314,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D107_A9,8a00f7a77200bd56f6e527aa739f57c3825dfb497358f37a5677615ffe04909a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A12,d1d9ecad922bbed13d758efea2a128909b5fa4c6871c64510eea5cd558f670e4,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A14,013ecab00a3674248438617deab205a1cdaf28cb5272734800ca4b9456b4814d,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A15,579b8ccef68b9b28d4051ea69f57b3223f832c743bd1199db681a5e7df20c429,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A22,23b6c324dcde3d062451b4700297572b7546791a50c3a2497f05b30fc6947d2a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A23,139a1152454622a04f5965d751de4af3c72bc48bbea9950702174f39c5488407,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A24,eb339193f5d5d71eeabc2578b7b6eb9dd09c31b37348d3cbe21aa0b5cbb56db6,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A28,40560e4332a188bcefab73301aa399143f3154caa6dd68be6c80c922fc377fde,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A332,8b32c64f66c0f8951011323f286407f3fbf80feee3b999672e23c3b60da9d0eb,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A333,11bb6e4177eaefe07a95da9cdfcbbd9df85ae9531261bbe25c3ca1797b965f74,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A334,607b843a5809644eca4e36ed5b52def3e1471b799f93f05723f98821c006f57a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A338,376e48c7c67f71b8822cf75f3def01b08a01194c7fc55534895318d97c4cb061,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A34,0e5974ce3c59e75677f1e8f639e8434ea902f46f79ea69f5020c2c1882cbf711,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A342,36944ccb0dbddf5814e47edf53c748fff0bdc60aedbb477a79c81e3cbc65767c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A343,0751b62da32e2869b272f63beba59addeb86957c24e7cebb247fad25c96411be,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A348,7c72022c5c88f51d760a5c58a74b9acff8ab44b490a6f8a9b026562ae05b85b1,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A350,1bd7400fc95e559354ceebb4f22d343fe56c6f92154d98fef2439eaf2ca2655c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A355,c779fc3bbf123afa7894c6ef0d0c623dd0a366cc90637731e4e52278bf36ef0c,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A357,dd04d6225fd4eb4db745ed0c52d04e7bca46ab359f0949531708280957c0ee7a,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A358,9f39f1da9aef1457ab5e056e276b17434219a34fd541b60f42c22b0e964187b6,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A359,82e24c93f28aa5bb0c30bc054be2791fc5bd30e2671b5d79154643f923f6273f,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A362,85884a63985f117a35f68b6a7e73133f12d3643fb178ccf5e3b0aa1d80bca93d,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A363,f885953a7c1d4daa95e49c52093a705c790a3c463297dfee1a54fb7a722146d7,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A364,378fc48b6911e1a760fe93ceed97bc452997c8b6214fd9d492ccbb3b76919ba1,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A369,fc0e627e47a65fec2b8c4a5ec1d34f77d02bf42b78659b493abf6502df8984d8,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
D108_A370,5f4866daa9fc5aada562a03245f13d8123829ded9067b0d95d29f8d98432f975,False,False,REDACTED_SEALED_SET,False,SEALED_CHECK_REQUIRED,
