molecule_id,true_eb_eV,cheap_pred_eb_eV,b21_pred_eb_eV,cheap_abs_error_eV,b21_abs_error_eV,abs_error_delta_cheap_minus_b21_eV
D-28_A-147,0.8220015557188055,0.7644287,0.8162297,0.05757285571880555,0.005771855718805563,0.051800999999999986
D-134_A-82,0.7660160721881314,0.75430495,0.75482595,0.011711122188131418,0.011190122188131424,0.0005209999999999937
D-35_A-190,0.8154241749290609,0.7642788,0.8999951,0.051145374929060905,0.0845709250709391,-0.0334255501418782
D-25_A-204,0.545145137370339,0.70753175,0.72970665,0.16238661262966103,0.18456151262966103,-0.022174899999999997
D-47_A-190,0.6552035327126836,0.74622,0.8033725,0.09101646728731638,0.14816896728731643,-0.05715250000000005
D-34_A-65,0.5843450829281309,0.6388929,0.57473934,0.054547817071869065,0.009605742928130878,0.04494207414373819
D-164_A-113,0.6363654787486752,0.6124437,0.57049286,0.023921778748675182,0.06587261874867523,-0.041950840000000045
D-42_A-86,0.6513550652293224,0.72422636,0.70941496,0.07287129477067755,0.058059894770677634,0.014811399999999919
D-167_A-138,0.6618431109567047,0.69603306,0.5843679,0.03418994904329531,0.07747521095670462,-0.04328526191340931
D-7_A-47,0.8152764559751542,0.8944811,0.8150127,0.07920464402484584,0.0002637559751541563,0.07894088804969168
D-94_A-66,0.6881059860249754,0.7247984,0.68534243,0.03669241397502454,0.0027635560249754665,0.033928857950049074
D-30_A-126,0.6533842571750947,0.65427774,0.64821124,0.0008934828249053117,0.005173017175094774,-0.004279534350189462
D-83_A-80,0.603385278618538,0.6554668,0.6902183,0.05208152138146205,0.08683302138146198,-0.034751499999999935
D-140_A-166,0.6818551418701827,0.74206036,0.6308043,0.06020521812981727,0.05105084187018272,0.009154376259634556
D-112_A-187,0.7215993151528943,0.7163074,0.6690302,0.005291915152894289,0.05256911515289431,-0.04727720000000002
D-86_A-190,0.6671376692519955,0.67554617,0.6423384,0.008408500748004477,0.024799269251995493,-0.016390768503991016
D-110_A-101,0.7002189402453324,0.66745305,0.5396527,0.032765890245332385,0.1605662402453324,-0.12780035
D-83_A-151,0.6285285995098308,0.72192085,0.7956103,0.09339225049016919,0.16708170049016924,-0.07368945000000005
D-158_A-141,0.8462974362955805,0.8287194,0.7596184,0.017578036295580524,0.08667903629558049,-0.06910099999999997
D-23_A-1,1.063187734039674,1.0012416,1.0441713,0.06194613403967408,0.019016434039674124,0.04292969999999996
D-84_A-29,0.927348493899702,1.0191723,0.9321033,0.09182380610029794,0.0047548061002979924,0.08706899999999995
D-140_A-270,0.8572597376118214,0.8369978,0.8747145,0.02026193761182138,0.017454762388178557,0.0028071752236428216
D-122_A-137,0.6081978066431856,0.611923,0.57492644,0.003725193356814427,0.03327136664318553,-0.029546173286371102
D-23_A-288,0.6118674564455017,0.6372833,0.57826865,0.02541584355449833,0.03359880644550162,-0.008182962891003287
D-147_A-338,0.99505042287972,1.0018018,1.0040629,0.0067513771202799555,0.009012477120280082,-0.002261100000000127
D-165_A-198,0.5544358821028977,0.68428147,0.55948615,0.1298455878971022,0.0050502678971022785,0.12479531999999993
D-109_A-340,1.0560505761614407,1.0764425,0.9181386,0.020391923838559256,0.13791197616144069,-0.11752005232288143
D-154_A-112,0.6492481264657045,0.630493,0.6723598,0.01875512646570454,0.02311167353429544,-0.004356547068590899
D-84_A-85,0.6095739253190541,0.6292416,0.6423882,0.01966767468094588,0.03281427468094589,-0.013146600000000008
D-83_A-3,1.080012145421479,1.0954832,1.0351075,0.015471054578521048,0.044904645421478984,-0.029433590842957935
D-124_A-132,0.5527176774285082,0.58018816,0.5520375,0.02747048257149176,0.0006801774285082329,0.026790305142983528
D-83_A-195,0.7392556174856483,0.727093,0.7729051,0.012162617485648286,0.033649482514351736,-0.02148686502870345
D-23_A-34,1.1097658526110208,1.0814627,1.1612117,0.028303152611020677,0.05144584738897917,-0.023142694777958495
D-87_A-316,0.712876122190609,0.61243,0.6499696,0.100446122190609,0.062906522190609,0.037539600000000006
D-22_A-284,0.6517437993185509,0.66979635,0.60697865,0.018052550681449175,0.04476514931855091,-0.026712598637101737
D-155_A-152,0.7784244643163019,0.7947778,0.70568633,0.016353335683698123,0.07273813431630183,-0.056384798632603705
D-22_A-1,0.956355831637925,0.9580889,0.9231912,0.0017330683620749854,0.033164631637925046,-0.03143156327585006
D-168_A-190,0.7116243984232936,0.76579744,0.62964296,0.05417304157670644,0.08198143842329364,-0.027808396846587202
D-132_A-80,0.8265497445627777,0.6596068,0.70857525,0.1669429445627777,0.11797449456277775,0.04896844999999994
D-24_A-30,1.2301412506814873,1.1823387,1.2603743,0.0478025506814872,0.030233049318512784,0.017569501362974416
D-127_A-168,0.6030043192110941,0.76588374,0.6230471,0.16287942078890594,0.020042780788905867,0.14283664000000007
D-145_A-52,0.6345928513017939,0.6553445,0.606738,0.020751648698206115,0.02785485130179388,-0.007103202603587766
D-117_A-30,0.914566917045872,0.8678748,0.87321234,0.04669211704587206,0.041354577045871976,0.005337540000000085
D-36_A-194,0.869520410786085,0.8422206,0.8721316,0.02729981078608501,0.0026111892139150106,0.02468862157217
D-36_A-209,0.9098632345662084,0.88179505,0.879213,0.02806818456620841,0.030650234566208412,-0.0025820500000000024
D-100_A-18,1.1278186637147878,1.1353018,1.0435858,0.007483136285212133,0.08423286371478778,-0.07674972742957564
D-82_A-276,0.9036668131839078,0.86219925,0.96212435,0.041467563183907874,0.058457536816092115,-0.01698997363218424
D-102_A-116,0.5617829563893145,0.6299987,0.5348964,0.0682157436106855,0.026886556389314475,0.04132918722137102
D-33_A-201,0.5093271783888342,0.6996181,0.66512,0.1902909216111658,0.1557928216111658,0.034498099999999976
D-33_A-343,0.8217994139924067,0.86769205,0.8948853,0.0458926360075933,0.07308588600759325,-0.027193249999999947
D-7_A-123,0.7140190004129405,0.89251864,0.8409983,0.1784996395870595,0.12697929958705945,0.05152034000000005
D-101_A-11,0.9342912847333212,0.9790053,0.8821025,0.04471401526667873,0.052188784733321225,-0.007474769466642495
D-142_A-338,0.8944771393145484,0.871617,0.8604711,0.022860139314548444,0.034006039314548375,-0.01114589999999993
D-155_A-177,0.9768110194131234,0.9534588,0.69412625,0.023352219413123376,0.2826847694131235,-0.2593325500000001
D-119_A-339,1.0456869253426115,1.0416871,1.0180874,0.003999825342611452,0.027599525342611564,-0.023599700000000112
D-30_A-3,1.1593372236694264,1.1192682,1.1180476,0.04006902366942633,0.041289623669426456,-0.0012206000000001271
D-145_A-228,0.9294865313904582,0.7485358,0.92241275,0.18095073139045825,0.0070737813904582225,0.17387695000000003
D-22_A-161,0.6451508691652371,0.68138003,0.6664456,0.03622916083476291,0.021294730834762854,0.014934430000000054
D-118_A-160,0.6059664729710145,0.6164938,0.673239,0.010527327028985511,0.06727252702898556,-0.05674520000000005
D-107_A-117,0.6378037948788204,0.6855217,0.7515454,0.04771790512117957,0.11374160512117959,-0.06602370000000002
D-83_A-82,0.6675264033412239,0.876956,0.6637894,0.20942959665877603,0.0037370033412239545,0.20569259331755207
D-167_A-323,0.4571901623415212,0.77019995,0.57275677,0.31300978765847876,0.11556660765847881,0.19744317999999994
D-158_A-158,0.5949497488822816,0.62145174,0.594982,0.02650199111771845,3.2251117718429256e-05,0.02646974000000002
D-129_A-157,0.5763293860082414,0.5839266,0.5549238,0.007597213991758611,0.021405586008241384,-0.013808372016482773
D-159_A-98,0.6477320635177138,0.6338223,0.6591488,0.013909763517713891,0.011416736482286138,0.002493027035427753
D-122_A-316,0.5954317791529249,0.6209643,0.5977669,0.025532520847075135,0.0023351208470751006,0.023197400000000035
D-127_A-345,0.9364448715876464,0.9009803,0.90512574,0.03546457158764649,0.03131913158764643,0.004145440000000056
D-129_A-188,0.7355937423651168,0.6984309,0.8079971,0.0371628423651168,0.07240335763488326,-0.03524051526976646
D-102_A-1,0.8553316165292485,0.88862675,0.87602544,0.033295133470751526,0.02069382347075155,0.012601309999999977
D-84_A-165,0.6498390022813317,0.6553517,0.77482474,0.005512697718668247,0.12498573771866828,-0.11947304000000003
D-154_A-111,0.6484706582872477,0.6804721,0.653252,0.03200144171275232,0.004781341712752352,0.02722009999999997
D-101_A-321,0.66651569470923,0.6755439,0.57666785,0.009028205290769975,0.08984784470923002,-0.08081963941846004
D-166_A-18,1.0765679613909156,1.0659091,1.0561686,0.010658861390915542,0.020399361390915693,-0.009740500000000152
D-100_A-368,0.448194855516776,0.53691727,0.70628643,0.08872241448322399,0.258091574483224,-0.16936916000000002
D-113_A-332,0.941832726064352,0.9544114,1.0256081,0.012578673935648044,0.08377537393564793,-0.07119669999999989
D-114_A-3,0.7576505145879361,0.8382205,0.9429754,0.08056998541206395,0.18532488541206393,-0.10475489999999998
D-132_A-119,0.6443112035325038,0.6493281,0.6841712,0.005016896467496146,0.03985999646749616,-0.034843100000000016
D-7_A-270,0.973654498608589,0.9213025,1.0387629,0.05235199860858897,0.06510840139141105,-0.012756402782822085
D-22_A-63,0.6548536720323781,0.6818764,0.69825923,0.02702272796762195,0.04340555796762191,-0.01638282999999996
D-140_A-58,0.5676295170913097,0.60879946,0.6460475,0.04116994290869025,0.07841798290869029,-0.03724804000000004
D-154_A-37,1.2976021645261837,1.0484685,1.0743883,0.24913366452618368,0.22321386452618364,0.02591980000000005
D-7_A-9,1.4036177253405528,1.3813989,1.3017242,0.02221882534055286,0.10189352534055285,-0.07967469999999999
D-143_A-2,0.905804850674664,0.7903703,0.8570398,0.11543455067466402,0.04876505067466397,0.06666950000000005
D-22_A-125,0.9106718014718036,0.74902785,0.8123599,0.16164395147180355,0.09831190147180358,0.06333204999999997
D-29_A-300,0.9925780740722274,0.7940088,1.0291028,0.19856927407222746,0.03652472592777256,0.1620445481444549
D-83_A-54,0.6117897096276559,0.7385267,0.675552,0.1267369903723441,0.06376229037234415,0.06297469999999994
D-121_A-284,0.6092473886841022,0.67434573,0.65534556,0.06509834131589776,0.046098171315897774,0.019000169999999983
D-117_A-4,0.9705990486672535,0.92032945,0.950662,0.05026959866725356,0.019937048667253543,0.030332550000000014
D-22_A-76,0.7690870714930356,0.6619834,0.63199043,0.10710367149303557,0.13709664149303558,-0.029992970000000008
D-129_A-367,0.6870019812115667,0.6243033,0.6036639,0.06269868121156674,0.08333808121156672,-0.020639399999999974
D-29_A-200,1.0037580664784362,0.81276256,0.8959142,0.19099550647843622,0.10784386647843625,0.08315163999999997
D-165_A-184,0.87312008845234,0.79561466,0.72075236,0.07750542845233999,0.15236772845234003,-0.07486230000000005
D-118_A-276,1.024298775753265,0.93459415,0.94276035,0.08970462575326488,0.08153842575326486,0.008166200000000012
D-33_A-80,0.5724575944795264,0.6379572,0.5839405,0.06549960552047362,0.011482905520473596,0.05401670000000003
D-24_A-338,1.1252530187258805,1.2362403,1.0986389,0.1109872812741195,0.026614118725880376,0.08437316254823912
D-118_A-8,1.128355116757923,1.083344,1.0148866,0.04501111675792302,0.11346851675792302,-0.0684574
D-24_A-3,1.071320051186332,1.118311,1.0386574,0.046990948813668165,0.03266265118633194,0.014328297627336228
D-158_A-118,0.5967457003745169,0.63166904,0.61013633,0.03492333962548311,0.013390629625483097,0.02153271000000001
D-41_A-101,0.696627037260862,0.8055197,0.6864213,0.108892662739138,0.010205737260861936,0.09868692547827607
D-118_A-245,1.0792891000155145,1.166145,1.0033255,0.08685589998448551,0.07596360001551439,0.01089229996897112
D-122_A-17,0.96436375387603,0.95232415,0.91796947,0.01203960387602998,0.04639428387603006,-0.03435468000000008
D-118_A-111,0.6291505740525961,0.63354015,0.7896248,0.0043895759474038565,0.1604742259474039,-0.15608465000000005
D-42_A-195,0.7176186780791954,0.7197325,0.67256665,0.0021138219208045594,0.045052028079195394,-0.042938206158390835
D-28_A-286,0.6581501371090349,0.7519647,0.6337886,0.09381456289096513,0.02436153710903488,0.06945302578193024
D-127_A-354,0.898838735795691,0.82219666,0.8978435,0.07664207579569093,0.0009952357956909408,0.07564683999999999
D-152_A-322,0.7517573057952337,0.6781631,0.6300013,0.07359420579523368,0.12175600579523371,-0.04816180000000003
D-127_A-16,1.0191052883211733,0.95896745,0.9616828,0.060137838321173254,0.05742248832117336,0.0027153499999998942
D-88_A-366,0.6978165635739009,0.65548635,0.61233807,0.04233021357390088,0.08547849357390092,-0.04314828000000004
D-45_A-342,0.8283223720096593,0.8610417,0.8021985,0.03271932799034072,0.026123872009659266,0.006595455980681453
D-45_A-184,0.6298969435039147,0.96563804,0.88323045,0.3357410964960853,0.2533335064960853,0.08240758999999998
D-156_A-165,0.7488651241713743,0.7307385,0.72685087,0.01812662417137434,0.02201425417137426,-0.0038876299999999198
D-167_A-343,0.7914548309872378,0.9287025,0.88378465,0.1372476690127622,0.09232981901276216,0.04491785000000004
D-154_A-190,1.0426237007194916,0.94448286,0.67763376,0.09814084071949158,0.36498994071949165,-0.26684910000000006
D-82_A-89,0.7580470233589491,0.74380916,0.7612773,0.014237863358949165,0.003230276641050911,0.011007586717898254
D-143_A-236,0.7561733250488683,0.6660227,0.6359749,0.09015062504886828,0.12019842504886824,-0.030047799999999958
D-140_A-233,0.6633824979500492,0.78582287,0.6789664,0.12244037204995073,0.015583902049950749,0.10685646999999998
D-107_A-42,0.8826285242748667,0.8727802,0.7955793,0.009848324274866704,0.08704922427486672,-0.07720090000000002
D-24_A-117,0.6553434769848059,0.69696766,0.7090272,0.041624183015194105,0.053683723015194085,-0.01205953999999998
D-7_A-42,0.9161918255388468,0.96249557,0.9710592,0.04630374446115315,0.054867374461153195,-0.008563630000000044
D-24_A-166,0.8809336436458309,0.79987,0.98071456,0.08106364364583096,0.09978091635416908,-0.018717272708338117
D-99_A-232,0.6325947580831598,0.6275915,0.5561042,0.005003258083159823,0.07649055808315974,-0.07148729999999992
D-110_A-366,0.5736471207925653,0.6009245,0.65085375,0.02727737920743467,0.07720662920743471,-0.049929250000000036
D-113_A-53,0.6044504100230237,0.6102556,0.61331654,0.0058051899769763216,0.008866129976976334,-0.003060940000000012
D-89_A-338,0.9779150242265322,0.99952203,0.9868717,0.021607005773467747,0.008956675773467815,0.012650329999999932
D-47_A-177,0.682119481050858,0.85770994,0.8038682,0.17559045894914205,0.12174871894914208,0.05384173999999997
D-34_A-354,0.7696779473086629,0.83442897,0.78351414,0.06475102269133715,0.013836192691337068,0.05091483000000008
D-132_A-201,0.5839796728842561,0.69039446,0.64930356,0.10641478711574393,0.06532388711574388,0.04109090000000004
D-154_A-317,0.6846929007215501,0.64153105,0.6431328,0.0431618507215501,0.04156010072155014,0.0016017499999999574
D-127_A-41,0.5979896494600476,0.73671454,0.69613063,0.1387248905399524,0.09814098053995235,0.040583910000000056
D-29_A-293,0.5936358276606896,0.68488806,0.6255152,0.09125223233931046,0.031879372339310486,0.05937285999999997
D-7_A-295,0.9116825101037974,1.0030338,0.90279055,0.09135128989620267,0.008891960103797447,0.08245932979240522
D-22_A-59,0.7377628785830112,0.7007786,0.63707566,0.03698427858301112,0.1006872185830111,-0.06370293999999999
D-3_A-137,0.7549449253269065,0.76857376,0.71650994,0.013628834673093504,0.03843498532690648,-0.024806150653812975
D-140_A-269,0.7834080353402099,0.83728224,0.76006246,0.05387420465979009,0.023345575340209868,0.030528629319580225
D-140_A-111,0.6268181695172259,0.62887484,0.5578619,0.0020566704827741367,0.06895626951722589,-0.06689959903445175
D-22_A-94,0.6581734611543885,0.6969626,0.6409321,0.038789138845611526,0.017241361154388457,0.02154777769122307
D-118_A-13,1.0431368297172732,0.9887853,0.98517776,0.054351529717273195,0.05795906971727316,-0.0036075399999999647
D-27_A-281,0.7880339710020279,0.91070074,0.62565124,0.12266676899797213,0.16238273100202782,-0.039715962004055694
D-87_A-144,0.5849515081073271,0.6082175,0.62652814,0.023265991892672866,0.04157663189267291,-0.018310640000000045
D-124_A-353,0.9482857119455436,0.89793354,0.9181489,0.050352171945543533,0.030136811945543518,0.020215360000000016
D-24_A-20,0.8935830509093231,1.010154,1.0061802,0.11657094909067689,0.11259714909067686,0.003973800000000027
D-33_A-8,0.9777439812272718,0.9354624,0.9187355,0.04228158122727177,0.05900848122727176,-0.01672689999999999
D-44_A-156,0.6064873766505805,0.57731915,0.57280517,0.029168226650580498,0.033682206650580526,-0.0045139800000000285
D-27_A-119,0.7342798211435247,0.9085675,0.8731109,0.17428767885647523,0.13883107885647528,0.03545659999999995
D-141_A-140,0.6940769416355236,0.7388011,0.7342496,0.04472415836447641,0.040172658364476366,0.004551500000000042
D-118_A-153,0.7055756959948997,0.6751829,0.71759665,0.030392795994899635,0.012020954005100282,0.018371841989799353
D-101_A-334,1.1336496750532137,1.1274302,0.96807504,0.00621947505321363,0.16557463505321368,-0.15935516000000005
D-141_A-365,0.7096651786135825,0.7133958,0.7435869,0.003730621386417554,0.03392172138641758,-0.030191100000000026
D-31_A-276,0.8085980043222102,1.0179193,1.1046115,0.2093212956777898,0.2960134956777899,-0.08669220000000011
D-98_A-353,0.8228334466697543,0.86038357,0.7945471,0.037550123330245655,0.02828634666975438,0.009263776660491274
D-83_A-58,0.6291427993708115,0.74299264,0.62577033,0.11384984062918846,0.0033724693708114817,0.11047737125837698
D-138_A-365,0.6211271024509221,0.67746496,0.71850836,0.05633785754907794,0.0973812575490779,-0.04104339999999995
D-29_A-204,0.7449777832790903,0.6137841,0.6196811,0.1311936832790902,0.12529668327909027,0.00589699999999993
D-109_A-18,1.091440927644794,1.0146308,0.9520457,0.07681012764479411,0.13939522764479406,-0.06258509999999995
D-90_A-10,0.7679519679524888,0.84986323,0.8808166,0.0819112620475112,0.11286463204751118,-0.03095336999999998
D-132_A-37,1.1368761679938095,1.1263037,1.0826015,0.010572467993809509,0.05427466799380953,-0.043702200000000024
D-96_A-19,0.7908250817626878,0.8689922,0.8764999,0.07816711823731215,0.08567481823731216,-0.007507700000000006
D-141_A-3,0.8339123682127637,0.88457394,0.8944206,0.05066157178723629,0.0605082317872363,-0.009846660000000007
D-100_A-4,1.119748544022406,1.0964317,1.0565461,0.02331684402240608,0.06320244402240593,-0.039885599999999855
D-142_A-16,0.8904109807412193,0.9611156,0.8989874,0.07070461925878069,0.00857641925878072,0.06212819999999997
D-85_A-60,0.6232806893052475,0.6116074,0.6029744,0.01167328930524747,0.02030628930524747,-0.008633000000000002
D-144_A-268,0.7943703366564508,0.82706034,0.8145052,0.0326900033435491,0.020134863343549192,0.01255513999999991
D-31_A-101,0.5690367344943165,0.6747383,0.7203392,0.10570156550568355,0.1513024655056835,-0.045600899999999944
D-110_A-318,0.696969123259383,0.74004924,0.7368566,0.04308011674061707,0.03988747674061699,0.00319264000000008
D-144_A-41,0.898823186432122,0.91461736,0.7974169,0.015794173567878045,0.10140628643212202,-0.08561211286424397
D-141_A-190,0.651922616999596,0.69867986,0.6874676,0.04675724300040407,0.035544983000403985,0.011212260000000085
D-85_A-144,0.6165011667891042,0.6140566,0.6166413,0.0024445667891042078,0.00014013321089578756,0.00230443357820842
D-109_A-201,0.4768601072564782,0.70981663,0.61915994,0.23295652274352174,0.14229983274352176,0.09065668999999998
D-23_A-35,0.996022258102791,1.0114542,1.0231917,0.015431941897208978,0.027169441897208935,-0.011737499999999956
D-158_A-290,0.6086020900959831,0.6424731,0.6405525,0.033871009904016924,0.031950409904016874,0.00192060000000005
D-132_A-368,0.7523481816108607,0.7377899,0.71236885,0.014558281610860702,0.03997933161086065,-0.025421049999999945
D-31_A-198,0.8412749918627496,0.86535865,0.81978095,0.02408365813725044,0.021494041862749613,0.0025896162745008278
D-156_A-135,0.6546826290331176,0.6648692,0.6457108,0.010186570966882469,0.008971829033117551,0.001214741933764918
D-3_A-20,0.7979233662319983,0.8802046,0.9451878,0.08228123376800167,0.1472644337680017,-0.06498320000000002
D-34_A-66,0.5745101104706524,0.6216588,0.55965555,0.04714868952934759,0.014854560470652367,0.03229412905869522
D-98_A-257,0.805558103744444,0.789218,0.7112129,0.016340103744444057,0.094345203744444,-0.07800509999999994
D-82_A-235,0.7089965559801096,0.77786624,0.7338096,0.06886968401989046,0.024813044019890373,0.04405664000000009
D-119_A-20,0.988892874906342,1.0286492,0.9667618,0.03975632509365801,0.02213107490634203,0.017625250187315977
D-83_A-125,0.7321728823799069,0.7127427,0.72130513,0.019430182379906902,0.010867752379906892,0.00856243000000001
D-47_A-304,0.9144036487283962,0.72566783,0.8920661,0.18873581872839618,0.022337548728396217,0.16639826999999996
D-139_A-27,2.0452699877027345,1.8604565,1.096658,0.18481348770273454,0.9486119877027346,-0.7637985
D-141_A-100,0.733735593418605,0.7516705,0.7158865,0.01793490658139507,0.017849093418604967,8.581316279010487e-05
D-82_A-323,0.7017738766022459,0.6412496,0.65080225,0.06052427660224591,0.050971626602245856,0.009552650000000051
D-124_A-97,0.7391856453495871,0.64664906,0.7347106,0.09253658534958709,0.004475045349587092,0.08806154
D-139_A-319,0.6872585457104574,0.6540155,0.6101825,0.03324304571045744,0.07707604571045745,-0.04383300000000001
D-101_A-2,0.9120090467387492,1.0161145,0.98849666,0.10410545326125087,0.07648761326125086,0.027617840000000005
D-140_A-345,1.0591604488752675,1.0278544,0.99242306,0.031306048875267445,0.06673738887526748,-0.03543134000000003
D-82_A-70,0.6250533167521288,0.62206435,0.65907824,0.0029889667521287855,0.03402492324787121,-0.031035956495742423
D-166_A-345,1.0931669070009682,1.0399312,0.99665356,0.053235707000968135,0.09651334700096814,-0.043277640000000006
D-159_A-233,0.7600528912593676,0.7835242,0.83093226,0.023471308740632413,0.07087936874063239,-0.047408059999999974
D-122_A-165,0.6012938892184891,0.64213085,0.6254761,0.04083696078151089,0.024182210781510838,0.01665475000000005
D-127_A-314,0.6692135092884752,0.6901657,0.6272669,0.020952190711524765,0.04194660928847527,-0.020994418576950502
D-33_A-367,0.5985105531396137,0.6536426,0.640113,0.05513204686038631,0.04160244686038639,0.01352959999999992
D-101_A-10,0.9611761343443572,1.0247676,0.9034203,0.06359146565564266,0.05775583434435727,0.005835631311285394
D-34_A-172,0.5866386140545784,0.6372738,0.5485056,0.0506351859454216,0.03813301405457836,0.012502171890843239
D-87_A-54,0.6732019210439585,0.7034829,0.67632985,0.030280978956041538,0.0031279289560415258,0.027153050000000012
